133,2012-02-07,Rice long grain,Rice white broken,Cornflakes Kellogg's,Beef minced,Palm oil,Soybean oil,Chicken legs,Banana,Orange,Flour wheat,Tuna steaks,Apple,Carrots,Shrimps,Onion,Maize,Rice white broken,Flour maize,Sardine canned,Potatoes brown,Cassava,Milk,Beans white dried,Sugar white,Bread white sliced,Chicken eggs,Cooking salt,Instant coffee Nescafe Classic,Sunflower oil,Tea black,Coca Cola / Pepsi Cola
133,2012-03-21,Rice long grain,Orange,Orange,Rice long grain,Apple,Apple,Rice white broken,Carrots,Carrots,Rice white broken,Onion,Onion,Cornflakes Kellogg's,Maize,Maize,Cornflakes Kellogg's,Potatoes brown,Potatoes brown,Flour wheat,Cassava,Cassava,Flour wheat,Beans white dried,Beans white dried,Flour maize,Sugar white,Sugar white,Flour maize,Cooking salt,Cooking salt,Bread white sliced,Instant coffee Nescafe Classic,Instant coffee Nescafe Classic,Bread white sliced,Tea black,Tea black,Beef minced,Coca Cola / Pepsi Cola,Coca Cola / Pepsi Cola,Beef minced,Chicken legs,Chicken legs,Tuna steaks,Tuna steaks,Shrimps,Shrimps,Sardine canned,Sardine canned,Milk,Milk,Chicken eggs,Chicken eggs,Sunflower oil,Sunflower oil,Palm oil,Palm oil,Banana,Banana
133,2012-03-24,Rice long grain,Rice white broken,Cornflakes Kellogg's,Flour wheat,Flour maize,Bread white sliced,Beef minced,Chicken legs,Tuna steaks,Shrimps,Sardine canned,Milk,Chicken eggs,Sunflower oil,Palm oil,Soybean oil,Banana,Orange,Carrots,Onion,Maize,Potatoes brown,Cassava,Beans white dried,Sugar white,Cooking salt,Instant coffee Nescafe Classic,Tea black,Coca Cola / Pepsi Cola
133,2012-03-29,Chicken eggs,Sunflower oil,Palm oil,Soybean oil,Banana,Orange,Apple,Carrots,Onion,Maize,Cassava,Beans white dried,Sugar white,Cooking salt,Instant coffee Nescafe Classic,Tea black,Coca Cola / Pepsi Cola,Rice long grain,Rice white broken,Bread white sliced,Beef minced,Chicken legs,Tuna steaks,Shrimps,Sardine canned,Milk
133,2012-04-10,Rice long grain,Rice white broken,Cornflakes Kellogg's,Flour wheat,Flour maize,Bread white sliced,Beef minced,Chicken legs,Shrimps,Sardine canned,Chicken eggs,Sunflower oil,Palm oil,Soybean oil,Banana,Orange,Apple,Carrots,Maize,Potatoes brown,Cassava,Beans white dried,Sugar white,Cooking salt,Instant coffee Nescafe Classic,Tea black,Coca Cola / Pepsi Cola
133,2012-04-13,Rice long grain,Rice white broken,Cornflakes Kellogg's,Flour wheat,Flour maize,Bread white sliced,Beef minced,Tuna steaks,Shrimps,Sardine canned,Chicken eggs,Sunflower oil,Palm oil,Soybean oil,Banana,Orange,Apple,Carrots,Maize,Potatoes brown,Cassava,Beans white dried,Sugar white,Cooking salt,Instant coffee Nescafe Classic,Tea black,Coca Cola / Pepsi Cola
133,2012-04-19,Rice long grain,Rice white broken,Cornflakes Kellogg's,Flour maize,Bread white sliced,Chicken legs,Tuna steaks,Shrimps,Sardine canned,Milk,Chicken eggs,Sunflower oil,Palm oil,Soybean oil,Banana,Orange,Apple,Carrots,Onion,Maize,Potatoes brown,Cassava,Beans white dried,Sugar white,Cooking salt,Instant coffee Nescafe Classic,Tea black,Coca Cola / Pepsi Cola
133,2012-04-20,Palm oil,Soybean oil,Soybean oil,Banana,Banana,Orange,Orange,Apple,Apple,Carrots,Carrots,Onion,Onion,Maize,Maize,Potatoes brown,Potatoes brown,Cassava,Cassava,Beans white dried,Beans white dried,Sugar white,Sugar white,Cooking salt,Cooking salt,Instant coffee Nescafe Classic,Instant coffee Nescafe Classic,Tea black,Tea black,Coca Cola / Pepsi Cola,Coca Cola / Pepsi Cola,Rice long grain,Rice long grain,Rice white broken,Rice white broken,Cornflakes Kellogg's,Cornflakes Kellogg's,Flour wheat,Flour wheat,Flour maize,Flour maize,Bread white sliced,Bread white sliced,Beef minced,Beef minced,Chicken legs,Chicken legs,Tuna steaks,Tuna steaks,Shrimps,Shrimps,Sardine canned,Sardine canned,Milk,Milk,Chicken eggs,Chicken eggs,Sunflower oil,Sunflower oil,Palm oil
133,2012-04-28,Rice long grain,Rice white broken,Cornflakes Kellogg's,Flour wheat,Flour maize,Bread white sliced,Beef minced,Chicken legs,Tuna steaks,Shrimps,Sardine canned,Milk,Chicken eggs,Sunflower oil,Palm oil,Soybean oil,Banana,Orange,Apple,Carrots,Onion,Maize,Potatoes brown,Cassava,Beans white dried,Sugar white,Cooking salt,Instant coffee Nescafe Classic,Tea black,Coca Cola / Pepsi Cola
134,2011-12-07,Rice long grain,Rice white broken,Cornflakes Kellogg's,Flour wheat,Flour maize,Bread white sliced,Beef minced,Chicken legs,Tuna steaks,Shrimps,Sardine canned,Milk,Chicken eggs,Sunflower oil,Palm oil,Soybean oil,Banana,Orange,Apple,Carrots,Onion,Maize,Potatoes brown,Cassava,Beans white dried,Sugar white,Cooking salt,Instant coffee Nescafe Classic,Tea black,Coca Cola / Pepsi Cola
